 In this file all energies are in cm-1, temperatures  in K,
 lengths in Angstroms, and angles in degrees

 *** Intermediate TS results for: 
  effective state 1 in electronic state  1 of channel  1 ***

 Ndag for J =    2
     E     Ndag(E,J) IRdag   
   6050.0  3981.        1
   6100.0  4124.        1
   6150.0  4272.        1
   6200.0  4424.        1
   6250.0  4580.        1
   6300.0  4740.        1
   6350.0  4905.        1
   6400.0  5075.        1
   6450.0  5249.        1
   6500.0  5428.        1
   6550.0  5612.        1
   6600.0  5801.        1
   6650.0  5995.        1
   6700.0  6194.        1
   6750.0  6398.        1
   6800.0  6608.        1
   6850.0  6824.        1
   6900.0  7045.        1
   6950.0  7271.        1
   7000.0  7504.        1
   7050.0  7743.        1
   7100.0  7987.        1
   7150.0  8238.        1
   7200.0  8495.        1
   7250.0  8759.        1
   7300.0  9029.        1
   7350.0  9306.        1
   7400.0  9589.        1
   7450.0  9880.        1
   7500.0 0.1018E+05    1
   7550.0 0.1048E+05    1
   7600.0 0.1079E+05    1
   7650.0 0.1111E+05    1
   7700.0 0.1144E+05    1
   7750.0 0.1177E+05    1
   7800.0 0.1212E+05    1
   7850.0 0.1247E+05    1
   7900.0 0.1283E+05    1
   7950.0 0.1319E+05    1
   8000.0 0.1357E+05    1
   8050.0 0.1395E+05    1
   8100.0 0.1434E+05    1
   8150.0 0.1475E+05    1
   8200.0 0.1516E+05    1
   8250.0 0.1558E+05    1
   8300.0 0.1600E+05    1
   8350.0 0.1644E+05    1
   8400.0 0.1689E+05    1
   8450.0 0.1735E+05    1
   8500.0 0.1782E+05    1
   8550.0 0.1829E+05    1
   8600.0 0.1878E+05    1
   8650.0 0.1928E+05    1
   8700.0 0.1979E+05    1
   8750.0 0.2031E+05    1
   8800.0 0.2084E+05    1
   8850.0 0.2138E+05    1
   8900.0 0.2194E+05    1
   8950.0 0.2250E+05    1
   9000.0 0.2308E+05    1
   9050.0 0.2367E+05    1
   9100.0 0.2427E+05    1
   9150.0 0.2488E+05    1
   9200.0 0.2551E+05    1
   9250.0 0.2615E+05    1
   9300.0 0.2680E+05    1
   9350.0 0.2746E+05    1
   9400.0 0.2814E+05    1
   9450.0 0.2883E+05    1
   9500.0 0.2954E+05    1
   9550.0 0.3026E+05    1
   9600.0 0.3099E+05    1
   9650.0 0.3174E+05    1
   9700.0 0.3250E+05    1
   9750.0 0.3328E+05    1
   9800.0 0.3407E+05    1
   9850.0 0.3487E+05    1
   9900.0 0.3570E+05    1
   9950.0 0.3653E+05    1
  10000.0 0.3739E+05    1
  10050.0 0.3826E+05    1
  10100.0 0.3914E+05    1
  10150.0 0.4005E+05    1
  10200.0 0.4097E+05    1
  10250.0 0.4190E+05    1
  10300.0 0.4286E+05    1
  10350.0 0.4383E+05    1
  10400.0 0.4482E+05    1
  10450.0 0.4582E+05    1
  10500.0 0.4685E+05    1
  10550.0 0.4789E+05    1
  10600.0 0.4896E+05    1
  10650.0 0.5004E+05    1
  10700.0 0.5114E+05    1
  10750.0 0.5226E+05    1
  10800.0 0.5340E+05    1
  10850.0 0.5457E+05    1
  10900.0 0.5575E+05    1
  10950.0 0.5695E+05    1
  11000.0 0.5817E+05    1
  11050.0 0.5942E+05    1
  11100.0 0.6068E+05    1
  11150.0 0.6197E+05    1
  11200.0 0.6328E+05    1
  11250.0 0.6461E+05    1
  11300.0 0.6597E+05    1
  11350.0 0.6735E+05    1
  11400.0 0.6875E+05    1
  11450.0 0.7017E+05    1
  11500.0 0.7162E+05    1
  11550.0 0.7309E+05    1
  11600.0 0.7459E+05    1
  11650.0 0.7611E+05    1
  11700.0 0.7766E+05    1
  11750.0 0.7923E+05    1
  11800.0 0.8083E+05    1
  11850.0 0.8246E+05    1
  11900.0 0.8411E+05    1
  11950.0 0.8579E+05    1
  12000.0 0.8749E+05    1
  12050.0 0.8922E+05    1
  12100.0 0.9098E+05    1
  12150.0 0.9277E+05    1
  12200.0 0.9459E+05    1
  12250.0 0.9643E+05    1
  12300.0 0.9831E+05    1
  12350.0 0.1002E+06    1
  12400.0 0.1021E+06    1
  12450.0 0.1041E+06    1
  12500.0 0.1061E+06    1
  12550.0 0.1081E+06    1
  12600.0 0.1102E+06    1
  12650.0 0.1123E+06    1
  12700.0 0.1144E+06    1
  12750.0 0.1165E+06    1
  12800.0 0.1187E+06    1
  12850.0 0.1210E+06    1
  12900.0 0.1232E+06    1
  12950.0 0.1255E+06    1
  13000.0 0.1278E+06    1
  13050.0 0.1302E+06    1
  13100.0 0.1326E+06    1
  13150.0 0.1350E+06    1
  13200.0 0.1375E+06    1
  13250.0 0.1399E+06    1
  13300.0 0.1425E+06    1
  13350.0 0.1451E+06    1
  13400.0 0.1477E+06    1
  13450.0 0.1503E+06    1
  13500.0 0.1530E+06    1
  13550.0 0.1557E+06    1
  13600.0 0.1585E+06    1
  13650.0 0.1613E+06    1
  13700.0 0.1641E+06    1
  13750.0 0.1670E+06    1
  13800.0 0.1700E+06    1
  13850.0 0.1729E+06    1
  13900.0 0.1759E+06    1
  13950.0 0.1790E+06    1
  14000.0 0.1821E+06    1
  14050.0 0.1852E+06    1
  14100.0 0.1884E+06    1
  14150.0 0.1916E+06    1
  14200.0 0.1949E+06    1
  14250.0 0.1982E+06    1
  14300.0 0.2016E+06    1
  14350.0 0.2050E+06    1
  14400.0 0.2085E+06    1
  14450.0 0.2120E+06    1
  14500.0 0.2155E+06    1
  14550.0 0.2191E+06    1
  14600.0 0.2228E+06    1
  14650.0 0.2265E+06    1
  14700.0 0.2302E+06    1
  14750.0 0.2340E+06    1
  14800.0 0.2379E+06    1
  14850.0 0.2418E+06    1
  14900.0 0.2457E+06    1
  14950.0 0.2497E+06    1
  15000.0 0.2538E+06    1
  15050.0 0.2579E+06    1
  15100.0 0.2620E+06    1
  15150.0 0.2663E+06    1
  15200.0 0.2705E+06    1
  15250.0 0.2749E+06    1
  15300.0 0.2792E+06    1
  15350.0 0.2837E+06    1
  15400.0 0.2882E+06    1
  15450.0 0.2927E+06    1
  15500.0 0.2973E+06    1
  15550.0 0.3020E+06    1
  15600.0 0.3068E+06    1
  15650.0 0.3115E+06    1
  15700.0 0.3164E+06    1
  15750.0 0.3213E+06    1
  15800.0 0.3263E+06    1
  15850.0 0.3313E+06    1
  15900.0 0.3364E+06    1
  15950.0 0.3416E+06    1
  16000.0 0.3468E+06    1
  16050.0 0.3521E+06    1
  16100.0 0.3575E+06    1
  16150.0 0.3629E+06    1
  16200.0 0.3684E+06    1
  16250.0 0.3740E+06    1
  16300.0 0.3796E+06    1
  16350.0 0.3853E+06    1
  16400.0 0.3910E+06    1
  16450.0 0.3969E+06    1
  16500.0 0.4028E+06    1
  16550.0 0.4088E+06    1
  16600.0 0.4148E+06    1
  16650.0 0.4209E+06    1
  16700.0 0.4271E+06    1
  16750.0 0.4334E+06    1
  16800.0 0.4397E+06    1
  16850.0 0.4462E+06    1
  16900.0 0.4526E+06    1
  16950.0 0.4592E+06    1
  17000.0 0.4659E+06    1
  17050.0 0.4726E+06    1
  17100.0 0.4794E+06    1
  17150.0 0.4863E+06    1
  17200.0 0.4932E+06    1
  17250.0 0.5003E+06    1
  17300.0 0.5074E+06    1
  17350.0 0.5146E+06    1
  17400.0 0.5219E+06    1
  17450.0 0.5293E+06    1
  17500.0 0.5367E+06    1
  17550.0 0.5443E+06    1
  17600.0 0.5519E+06    1
  17650.0 0.5596E+06    1
  17700.0 0.5674E+06    1
  17750.0 0.5753E+06    1
  17800.0 0.5833E+06    1
  17850.0 0.5914E+06    1
  17900.0 0.5995E+06    1
  17950.0 0.6078E+06    1
  18000.0 0.6161E+06    1
  18050.0 0.6245E+06    1
  18100.0 0.6331E+06    1
  18150.0 0.6417E+06    1
  18200.0 0.6504E+06    1
  18250.0 0.6592E+06    1
  18300.0 0.6681E+06    1
  18350.0 0.6771E+06    1
  18400.0 0.6862E+06    1
  18450.0 0.6954E+06    1
  18500.0 0.7047E+06    1
  18550.0 0.7141E+06    1
  18600.0 0.7237E+06    1
  18650.0 0.7333E+06    1
  18700.0 0.7430E+06    1
  18750.0 0.7528E+06    1
  18800.0 0.7627E+06    1
  18850.0 0.7727E+06    1
  18900.0 0.7829E+06    1
  18950.0 0.7931E+06    1
  19000.0 0.8035E+06    1
  19050.0 0.8139E+06    1
  19100.0 0.8245E+06    1
  19150.0 0.8352E+06    1
  19200.0 0.8459E+06    1
  19250.0 0.8568E+06    1
  19300.0 0.8679E+06    1
  19350.0 0.8790E+06    1
  19400.0 0.8902E+06    1
  19450.0 0.9016E+06    1
  19500.0 0.9131E+06    1
  19550.0 0.9247E+06    1
  19600.0 0.9364E+06    1
  19650.0 0.9482E+06    1
  19700.0 0.9602E+06    1
  19750.0 0.9723E+06    1
  19800.0 0.9845E+06    1
  19850.0 0.9968E+06    1
  19900.0 0.1009E+07    1
  19950.0 0.1022E+07    1
  20000.0 0.1035E+07    1
  20050.0 0.1047E+07    1
  20100.0 0.1060E+07    1
  20150.0 0.1073E+07    1
  20200.0 0.1087E+07    1
  20250.0 0.1100E+07    1
  20300.0 0.1113E+07    1
  20350.0 0.1127E+07    1
  20400.0 0.1141E+07    1
  20450.0 0.1155E+07    1
  20500.0 0.1169E+07    1
  20550.0 0.1183E+07    1
  20600.0 0.1197E+07    1
  20650.0 0.1212E+07    1
  20700.0 0.1226E+07    1
  20750.0 0.1241E+07    1
  20800.0 0.1256E+07    1
  20850.0 0.1271E+07    1
  20900.0 0.1286E+07    1
  20950.0 0.1301E+07    1
  21000.0 0.1317E+07    1
  21050.0 0.1332E+07    1
  21100.0 0.1348E+07    1
  21150.0 0.1364E+07    1
  21200.0 0.1380E+07    1
  21250.0 0.1396E+07    1
  21300.0 0.1412E+07    1
  21350.0 0.1429E+07    1
  21400.0 0.1446E+07    1
  21450.0 0.1462E+07    1
  21500.0 0.1479E+07    1
  21550.0 0.1497E+07    1
  21600.0 0.1514E+07    1
  21650.0 0.1531E+07    1
  21700.0 0.1549E+07    1
  21750.0 0.1567E+07    1
  21800.0 0.1585E+07    1
  21850.0 0.1603E+07    1
  21900.0 0.1621E+07    1
  21950.0 0.1640E+07    1
  22000.0 0.1658E+07    1
  22050.0 0.1677E+07    1
  22100.0 0.1696E+07    1
  22150.0 0.1715E+07    1
  22200.0 0.1734E+07    1
  22250.0 0.1754E+07    1
  22300.0 0.1773E+07    1
  22350.0 0.1793E+07    1
  22400.0 0.1813E+07    1
  22450.0 0.1834E+07    1
  22500.0 0.1854E+07    1
  22550.0 0.1874E+07    1
  22600.0 0.1895E+07    1
  22650.0 0.1916E+07    1
  22700.0 0.1937E+07    1
  22750.0 0.1959E+07    1
  22800.0 0.1980E+07    1
  22850.0 0.2002E+07    1
  22900.0 0.2024E+07    1
  22950.0 0.2046E+07    1
  23000.0 0.2068E+07    1
  23050.0 0.2090E+07    1
  23100.0 0.2113E+07    1
  23150.0 0.2136E+07    1
  23200.0 0.2159E+07    1
  23250.0 0.2182E+07    1
  23300.0 0.2206E+07    1
  23350.0 0.2229E+07    1
  23400.0 0.2253E+07    1
  23450.0 0.2277E+07    1
  23500.0 0.2301E+07    1
  23550.0 0.2326E+07    1
  23600.0 0.2351E+07    1
  23650.0 0.2376E+07    1
  23700.0 0.2401E+07    1
  23750.0 0.2426E+07    1
  23800.0 0.2452E+07    1
  23850.0 0.2477E+07    1
  23900.0 0.2503E+07    1
  23950.0 0.2530E+07    1
  24000.0 0.2556E+07    1
  24050.0 0.2583E+07    1
  24100.0 0.2609E+07    1
  24150.0 0.2637E+07    1
  24200.0 0.2664E+07    1
  24250.0 0.2691E+07    1
  24300.0 0.2719E+07    1
  24350.0 0.2747E+07    1
  24400.0 0.2775E+07    1
  24450.0 0.2804E+07    1
  24500.0 0.2833E+07    1
  24550.0 0.2862E+07    1
  24600.0 0.2891E+07    1
  24650.0 0.2920E+07    1
  24700.0 0.2950E+07    1
  24750.0 0.2980E+07    1
  24800.0 0.3010E+07    1
  24850.0 0.3040E+07    1
  24900.0 0.3071E+07    1
  24950.0 0.3102E+07    1
  25000.0 0.3133E+07    1
  25050.0 0.3165E+07    1
  25100.0 0.3196E+07    1
  25150.0 0.3228E+07    1
  25200.0 0.3260E+07    1
  25250.0 0.3293E+07    1
  25300.0 0.3325E+07    1
  25350.0 0.3358E+07    1
  25400.0 0.3392E+07    1
  25450.0 0.3425E+07    1
  25500.0 0.3459E+07    1
  25550.0 0.3493E+07    1
  25600.0 0.3527E+07    1
  25650.0 0.3562E+07    1
  25700.0 0.3596E+07    1
  25750.0 0.3632E+07    1
  25800.0 0.3667E+07    1
  25850.0 0.3703E+07    1
  25900.0 0.3739E+07    1
  25950.0 0.3775E+07    1
  26000.0 0.3811E+07    1
  26050.0 0.3848E+07    1
  26100.0 0.3885E+07    1
  26150.0 0.3922E+07    1
  26200.0 0.3960E+07    1
  26250.0 0.3998E+07    1
  26300.0 0.4036E+07    1
  26350.0 0.4075E+07    1
  26400.0 0.4114E+07    1
  26450.0 0.4153E+07    1
  26500.0 0.4192E+07    1
  26550.0 0.4232E+07    1
  26600.0 0.4272E+07    1
  26650.0 0.4312E+07    1
  26700.0 0.4353E+07    1
  26750.0 0.4394E+07    1
  26800.0 0.4435E+07    1
  26850.0 0.4477E+07    1
  26900.0 0.4518E+07    1
  26950.0 0.4561E+07    1
  27000.0 0.4603E+07    1
  27050.0 0.4646E+07    1
  27100.0 0.4689E+07    1
  27150.0 0.4733E+07    1
  27200.0 0.4776E+07    1
  27250.0 0.4821E+07    1
  27300.0 0.4865E+07    1
  27350.0 0.4910E+07    1
  27400.0 0.4955E+07    1
  27450.0 0.5000E+07    1
  27500.0 0.5046E+07    1
  27550.0 0.5092E+07    1
  27600.0 0.5139E+07    1
  27650.0 0.5186E+07    1
  27700.0 0.5233E+07    1
  27750.0 0.5280E+07    1
  27800.0 0.5328E+07    1
  27850.0 0.5376E+07    1
  27900.0 0.5425E+07    1
  27950.0 0.5474E+07    1
  28000.0 0.5523E+07    1
  28050.0 0.5572E+07    1
  28100.0 0.5622E+07    1
  28150.0 0.5673E+07    1
  28200.0 0.5723E+07    1
  28250.0 0.5774E+07    1
  28300.0 0.5826E+07    1
  28350.0 0.5878E+07    1
  28400.0 0.5930E+07    1
  28450.0 0.5982E+07    1
  28500.0 0.6035E+07    1
  28550.0 0.6089E+07    1
  28600.0 0.6142E+07    1
  28650.0 0.6196E+07    1
  28700.0 0.6251E+07    1
  28750.0 0.6305E+07    1
  28800.0 0.6361E+07    1
  28850.0 0.6416E+07    1
  28900.0 0.6472E+07    1
  28950.0 0.6529E+07    1
  29000.0 0.6585E+07    1
  29050.0 0.6643E+07    1
  29100.0 0.6700E+07    1
  29150.0 0.6758E+07    1
  29200.0 0.6816E+07    1
  29250.0 0.6875E+07    1
  29300.0 0.6934E+07    1
  29350.0 0.6994E+07    1
  29400.0 0.7054E+07    1
  29450.0 0.7114E+07    1
  29500.0 0.7175E+07    1
  29550.0 0.7236E+07    1
  29600.0 0.7298E+07    1
  29650.0 0.7360E+07    1
  29700.0 0.7423E+07    1
  29750.0 0.7486E+07    1
  29800.0 0.7549E+07    1
  29850.0 0.7613E+07    1
  29900.0 0.7677E+07    1
  29950.0 0.7742E+07    1

 Ndag for J =   30
     E     Ndag(E,J) IRdag   
      0.0  0.000        1
     50.0 0.2105E-02    1
    100.0 0.5783E-02    1
    150.0 0.1096E-01    1
    200.0 0.1852E-01    1
    250.0 0.2869E-01    1
    300.0 0.4337E-01    1
    350.0 0.6227E-01    1
    400.0 0.8899E-01    1
    450.0 0.1251        1
    500.0 0.1714        1
    550.0 0.2317        1
    600.0 0.3089        1
    650.0 0.4068        1
    700.0 0.5303        1
    750.0 0.6833        1
    800.0 0.8763        1
    850.0  1.111        1
    900.0  1.396        1
    950.0  1.739        1
   1000.0  2.146        1
   1050.0  2.629        1
   1100.0  3.192        1
   1150.0  3.846        1
   1200.0  4.597        1
   1250.0  5.455        1
   1300.0  6.429        1
   1350.0  7.524        1
   1400.0  8.753        1
   1450.0  10.12        1
   1500.0  11.64        1
   1550.0  13.33        1
   1600.0  15.18        1
   1650.0  17.23        1
   1700.0  19.47        1
   1750.0  21.92        1
   1800.0  24.60        1
   1850.0  27.51        1
   1900.0  30.68        1
   1950.0  34.11        1
   2000.0  37.81        1
   2050.0  41.81        1
   2100.0  46.11        1
   2150.0  50.72        1
   2200.0  55.67        1
   2250.0  60.97        1
   2300.0  66.64        1
   2350.0  72.69        1
   2400.0  79.14        1
   2450.0  86.01        1
   2500.0  93.33        1
   2550.0  101.1        1
   2600.0  109.4        1
   2650.0  118.2        1
   2700.0  127.5        1
   2750.0  137.4        1
   2800.0  147.9        1
   2850.0  158.9        1
   2900.0  170.6        1
   2950.0  183.0        1
   3000.0  196.0        1
   3050.0  209.8        1
   3100.0  224.3        1
   3150.0  239.5        1
   3200.0  255.5        1
   3250.0  272.3        1
   3300.0  290.0        1
   3350.0  308.5        1
   3400.0  328.0        1
   3450.0  348.3        1
   3500.0  369.7        1
   3550.0  392.0        1
   3600.0  415.4        1
   3650.0  439.8        1
   3700.0  465.3        1
   3750.0  491.9        1
   3800.0  519.7        1
   3850.0  548.7        1
   3900.0  578.9        1
   3950.0  610.3        1
   4000.0  643.1        1
   4050.0  677.1        1
   4100.0  712.6        1
   4150.0  749.5        1
   4200.0  787.8        1
   4250.0  827.6        1
   4300.0  869.0        1
   4350.0  912.0        1
   4400.0  956.6        1
   4450.0  1003.        1
   4500.0  1051.        1
   4550.0  1101.        1
   4600.0  1153.        1
   4650.0  1206.        1
   4700.0  1262.        1
   4750.0  1319.        1
   4800.0  1379.        1
   4850.0  1441.        1
   4900.0  1504.        1
   4950.0  1571.        1
   5000.0  1639.        1
   5050.0  1710.        1
   5100.0  1783.        1
   5150.0  1859.        1
   5200.0  1937.        1
   5250.0  2018.        1
   5300.0  2101.        1
   5350.0  2187.        1
   5400.0  2276.        1
   5450.0  2368.        1
   5500.0  2463.        1
   5550.0  2561.        1
   5600.0  2662.        1
   5650.0  2766.        1
   5700.0  2873.        1
   5750.0  2983.        1
   5800.0  3097.        1
   5850.0  3215.        1
   5900.0  3335.        1
   5950.0  3460.        1
   6000.0  3588.        1
   6050.0  3720.        1
   6100.0  3856.        1
   6150.0  3996.        1
   6200.0  4140.        1
   6250.0  4288.        1
   6300.0  4440.        1
   6350.0  4596.        1
   6400.0  4757.        1
   6450.0  4923.        1
   6500.0  5093.        1
   6550.0  5267.        1
   6600.0  5447.        1
   6650.0  5631.        1
   6700.0  5821.        1
   6750.0  6015.        1
   6800.0  6215.        1
   6850.0  6420.        1
   6900.0  6631.        1
   6950.0  6847.        1
   7000.0  7068.        1
   7050.0  7296.        1
   7100.0  7529.        1
   7150.0  7768.        1
   7200.0  8013.        1
   7250.0  8265.        1
   7300.0  8523.        1
   7350.0  8787.        1
   7400.0  9058.        1
   7450.0  9335.        1
   7500.0  9620.        1
   7550.0  9911.        1
   7600.0 0.1021E+05    1
   7650.0 0.1051E+05    1
   7700.0 0.1083E+05    1
   7750.0 0.1115E+05    1
   7800.0 0.1147E+05    1
   7850.0 0.1181E+05    1
   7900.0 0.1215E+05    1
   7950.0 0.1250E+05    1
   8000.0 0.1286E+05    1
   8050.0 0.1323E+05    1
   8100.0 0.1361E+05    1
   8150.0 0.1399E+05    1
   8200.0 0.1439E+05    1
   8250.0 0.1479E+05    1
   8300.0 0.1520E+05    1
   8350.0 0.1562E+05    1
   8400.0 0.1605E+05    1
   8450.0 0.1649E+05    1
   8500.0 0.1694E+05    1
   8550.0 0.1740E+05    1
   8600.0 0.1787E+05    1
   8650.0 0.1835E+05    1
   8700.0 0.1883E+05    1
   8750.0 0.1933E+05    1
   8800.0 0.1984E+05    1
   8850.0 0.2037E+05    1
   8900.0 0.2090E+05    1
   8950.0 0.2144E+05    1
   9000.0 0.2200E+05    1
   9050.0 0.2256E+05    1
   9100.0 0.2314E+05    1
   9150.0 0.2373E+05    1
   9200.0 0.2433E+05    1
   9250.0 0.2495E+05    1
   9300.0 0.2558E+05    1
   9350.0 0.2622E+05    1
   9400.0 0.2687E+05    1
   9450.0 0.2753E+05    1
   9500.0 0.2821E+05    1
   9550.0 0.2891E+05    1
   9600.0 0.2961E+05    1
   9650.0 0.3033E+05    1
   9700.0 0.3107E+05    1
   9750.0 0.3182E+05    1
   9800.0 0.3258E+05    1
   9850.0 0.3336E+05    1
   9900.0 0.3415E+05    1
   9950.0 0.3496E+05    1
  10000.0 0.3578E+05    1
  10050.0 0.3662E+05    1
  10100.0 0.3748E+05    1
  10150.0 0.3835E+05    1
  10200.0 0.3924E+05    1
  10250.0 0.4014E+05    1
  10300.0 0.4106E+05    1
  10350.0 0.4200E+05    1
  10400.0 0.4296E+05    1
  10450.0 0.4393E+05    1
  10500.0 0.4492E+05    1
  10550.0 0.4593E+05    1
  10600.0 0.4696E+05    1
  10650.0 0.4801E+05    1
  10700.0 0.4907E+05    1
  10750.0 0.5016E+05    1
  10800.0 0.5126E+05    1
  10850.0 0.5238E+05    1
  10900.0 0.5353E+05    1
  10950.0 0.5469E+05    1
  11000.0 0.5587E+05    1
  11050.0 0.5708E+05    1
  11100.0 0.5830E+05    1
  11150.0 0.5955E+05    1
  11200.0 0.6082E+05    1
  11250.0 0.6211E+05    1
  11300.0 0.6342E+05    1
  11350.0 0.6475E+05    1
  11400.0 0.6611E+05    1
  11450.0 0.6749E+05    1
  11500.0 0.6890E+05    1
  11550.0 0.7032E+05    1
  11600.0 0.7178E+05    1
  11650.0 0.7325E+05    1
  11700.0 0.7475E+05    1
  11750.0 0.7628E+05    1
  11800.0 0.7783E+05    1
  11850.0 0.7940E+05    1
  11900.0 0.8100E+05    1
  11950.0 0.8263E+05    1
  12000.0 0.8428E+05    1
  12050.0 0.8596E+05    1
  12100.0 0.8767E+05    1
  12150.0 0.8941E+05    1
  12200.0 0.9117E+05    1
  12250.0 0.9296E+05    1
  12300.0 0.9478E+05    1
  12350.0 0.9663E+05    1
  12400.0 0.9851E+05    1
  12450.0 0.1004E+06    1
  12500.0 0.1024E+06    1
  12550.0 0.1043E+06    1
  12600.0 0.1063E+06    1
  12650.0 0.1083E+06    1
  12700.0 0.1104E+06    1
  12750.0 0.1125E+06    1
  12800.0 0.1146E+06    1
  12850.0 0.1168E+06    1
  12900.0 0.1190E+06    1
  12950.0 0.1212E+06    1
  13000.0 0.1235E+06    1
  13050.0 0.1257E+06    1
  13100.0 0.1281E+06    1
  13150.0 0.1304E+06    1
  13200.0 0.1328E+06    1
  13250.0 0.1353E+06    1
  13300.0 0.1377E+06    1
  13350.0 0.1402E+06    1
  13400.0 0.1428E+06    1
  13450.0 0.1453E+06    1
  13500.0 0.1480E+06    1
  13550.0 0.1506E+06    1
  13600.0 0.1533E+06    1
  13650.0 0.1560E+06    1
  13700.0 0.1588E+06    1
  13750.0 0.1616E+06    1
  13800.0 0.1645E+06    1
  13850.0 0.1674E+06    1
  13900.0 0.1703E+06    1
  13950.0 0.1733E+06    1
  14000.0 0.1763E+06    1
  14050.0 0.1794E+06    1
  14100.0 0.1825E+06    1
  14150.0 0.1856E+06    1
  14200.0 0.1888E+06    1
  14250.0 0.1920E+06    1
  14300.0 0.1953E+06    1
  14350.0 0.1986E+06    1
  14400.0 0.2020E+06    1
  14450.0 0.2054E+06    1
  14500.0 0.2089E+06    1
  14550.0 0.2124E+06    1
  14600.0 0.2160E+06    1
  14650.0 0.2196E+06    1
  14700.0 0.2232E+06    1
  14750.0 0.2269E+06    1
  14800.0 0.2307E+06    1
  14850.0 0.2345E+06    1
  14900.0 0.2384E+06    1
  14950.0 0.2423E+06    1
  15000.0 0.2462E+06    1
  15050.0 0.2503E+06    1
  15100.0 0.2543E+06    1
  15150.0 0.2584E+06    1
  15200.0 0.2626E+06    1
  15250.0 0.2669E+06    1
  15300.0 0.2711E+06    1
  15350.0 0.2755E+06    1
  15400.0 0.2799E+06    1
  15450.0 0.2843E+06    1
  15500.0 0.2889E+06    1
  15550.0 0.2934E+06    1
  15600.0 0.2981E+06    1
  15650.0 0.3027E+06    1
  15700.0 0.3075E+06    1
  15750.0 0.3123E+06    1
  15800.0 0.3172E+06    1
  15850.0 0.3221E+06    1
  15900.0 0.3271E+06    1
  15950.0 0.3322E+06    1
  16000.0 0.3373E+06    1
  16050.0 0.3425E+06    1
  16100.0 0.3477E+06    1
  16150.0 0.3530E+06    1
  16200.0 0.3584E+06    1
  16250.0 0.3639E+06    1
  16300.0 0.3694E+06    1
  16350.0 0.3750E+06    1
  16400.0 0.3806E+06    1
  16450.0 0.3864E+06    1
  16500.0 0.3921E+06    1
  16550.0 0.3980E+06    1
  16600.0 0.4039E+06    1
  16650.0 0.4100E+06    1
  16700.0 0.4160E+06    1
  16750.0 0.4222E+06    1
  16800.0 0.4284E+06    1
  16850.0 0.4347E+06    1
  16900.0 0.4411E+06    1
  16950.0 0.4475E+06    1
  17000.0 0.4541E+06    1
  17050.0 0.4607E+06    1
  17100.0 0.4674E+06    1
  17150.0 0.4741E+06    1
  17200.0 0.4810E+06    1
  17250.0 0.4879E+06    1
  17300.0 0.4949E+06    1
  17350.0 0.5020E+06    1
  17400.0 0.5091E+06    1
  17450.0 0.5164E+06    1
  17500.0 0.5237E+06    1
  17550.0 0.5311E+06    1
  17600.0 0.5386E+06    1
  17650.0 0.5462E+06    1
  17700.0 0.5539E+06    1
  17750.0 0.5617E+06    1
  17800.0 0.5695E+06    1
  17850.0 0.5775E+06    1
  17900.0 0.5855E+06    1
  17950.0 0.5936E+06    1
  18000.0 0.6019E+06    1
  18050.0 0.6102E+06    1
  18100.0 0.6186E+06    1
  18150.0 0.6271E+06    1
  18200.0 0.6356E+06    1
  18250.0 0.6443E+06    1
  18300.0 0.6531E+06    1
  18350.0 0.6620E+06    1
  18400.0 0.6710E+06    1
  18450.0 0.6800E+06    1
  18500.0 0.6892E+06    1
  18550.0 0.6985E+06    1
  18600.0 0.7079E+06    1
  18650.0 0.7174E+06    1
  18700.0 0.7269E+06    1
  18750.0 0.7366E+06    1
  18800.0 0.7464E+06    1
  18850.0 0.7563E+06    1
  18900.0 0.7663E+06    1
  18950.0 0.7764E+06    1
  19000.0 0.7867E+06    1
  19050.0 0.7970E+06    1
  19100.0 0.8074E+06    1
  19150.0 0.8180E+06    1
  19200.0 0.8286E+06    1
  19250.0 0.8394E+06    1
  19300.0 0.8503E+06    1
  19350.0 0.8613E+06    1
  19400.0 0.8724E+06    1
  19450.0 0.8837E+06    1
  19500.0 0.8950E+06    1
  19550.0 0.9065E+06    1
  19600.0 0.9181E+06    1
  19650.0 0.9298E+06    1
  19700.0 0.9416E+06    1
  19750.0 0.9536E+06    1
  19800.0 0.9657E+06    1
  19850.0 0.9779E+06    1
  19900.0 0.9902E+06    1
  19950.0 0.1003E+07    1
  20000.0 0.1015E+07    1
  20050.0 0.1028E+07    1
  20100.0 0.1041E+07    1
  20150.0 0.1054E+07    1
  20200.0 0.1067E+07    1
  20250.0 0.1080E+07    1
  20300.0 0.1093E+07    1
  20350.0 0.1107E+07    1
  20400.0 0.1121E+07    1
  20450.0 0.1134E+07    1
  20500.0 0.1148E+07    1
  20550.0 0.1162E+07    1
  20600.0 0.1177E+07    1
  20650.0 0.1191E+07    1
  20700.0 0.1205E+07    1
  20750.0 0.1220E+07    1
  20800.0 0.1235E+07    1
  20850.0 0.1250E+07    1
  20900.0 0.1265E+07    1
  20950.0 0.1280E+07    1
  21000.0 0.1295E+07    1
  21050.0 0.1311E+07    1
  21100.0 0.1326E+07    1
  21150.0 0.1342E+07    1
  21200.0 0.1358E+07    1
  21250.0 0.1374E+07    1
  21300.0 0.1390E+07    1
  21350.0 0.1407E+07    1
  21400.0 0.1423E+07    1
  21450.0 0.1440E+07    1
  21500.0 0.1457E+07    1
